platform,app_name,date,rating,title,text
Google Play,com.nextbillion.groww,2025-11-30T21:37:55Z,5,Priyanshu Raj,wow satisfied me this app
Google Play,com.nextbillion.groww,2025-11-30T20:28:44Z,4,Massu Vatti,brokerage charges jayada hai 😭😭🙏
Google Play,com.nextbillion.groww,2025-11-30T20:02:13Z,5,bikash Roy,all good but needed more features
Google Play,com.nextbillion.groww,2025-11-30T18:50:45Z,1,Gobinda Patra,mtf interest related fraud
Google Play,com.nextbillion.groww,2025-11-30T17:55:25Z,4,Anirudh T.S,the graphs keep getting stuck . Fix this issue as soon as possible. Edit: This problem has been fixed so no issues. Everything else is good
Google Play,com.nextbillion.groww,2025-11-30T16:37:29Z,5,Navjyoti Kumar,"great finance app, easy user interface"
Google Play,com.nextbillion.groww,2025-11-30T15:25:48Z,5,Prajyot Gosavi,"groww is India's no 1 share market trading investment app it is user friendly a nd easy to use i requesting groww to start showing 5 second, 10 Seconds candelstick soon like upstox thanks groww🙏"
Google Play,com.nextbillion.groww,2025-11-30T14:07:34Z,5,Ajay Kokani,Groww Stokes best ❣️
Google Play,com.nextbillion.groww,2025-11-30T14:00:32Z,5,Gaurav gautam,"I am using this app from last many years, it is very easy to use and the service is also good."
Google Play,com.nextbillion.groww,2025-11-30T13:31:15Z,5,My Lamney,superb feelings🥰🕺😎💕🤍 match starrt like back years on #Dream11
Google Play,com.nextbillion.groww,2025-11-30T12:31:00Z,5,Wasim Luhar,great user experience in application.
Google Play,com.nextbillion.groww,2025-11-30T12:20:06Z,5,Ajay Ahir,refr earn is not working
Google Play,com.nextbillion.groww,2025-11-30T12:01:23Z,1,santosh kakani,"this broker charges wrong brokerage charges and brokerage is @ 0.1 % of transaction value and for me its more than @ 0.15 %,"
Google Play,com.nextbillion.groww,2025-11-30T11:28:22Z,1,Rajendra Mishra,not proper response and delay service
